ID,Title,Difficulty,Link,Topics,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions
255,Verify Preorder Sequence in Binary Search Tree,Medium,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/,"Array, Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree",51.4,True,Algorithms,1254,90,,"[{""title"": ""Binary Tree Preorder Traversal"", ""titleSlug"": ""binary-tree-preorder-traversal"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1494,Parallel Courses II,Hard,https://leetcode.com/problems/parallel-courses-ii/,"Dynamic Programming, Bit Manipulation, Graph, Bitmask",29.58,False,Algorithms,1098,77,,"[{""title"": ""Parallel Courses"", ""titleSlug"": ""parallel-courses"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2324,Product Sales Analysis IV,Medium,https://leetcode.com/problems/product-sales-analysis-iv/,Database,75.69,True,Database,56,1,,"[{""title"": ""Product Sales Analysis I"", ""titleSlug"": ""product-sales-analysis-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Product Sales Analysis II"", ""titleSlug"": ""product-sales-analysis-ii"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Product Sales Analysis III"", ""titleSlug"": ""product-sales-analysis-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2136,Earliest Possible Day of Full Bloom,Hard,https://leetcode.com/problems/earliest-possible-day-of-full-bloom/,"Array, Greedy, Sorting",71.18,False,Algorithms,1634,85,,"[{""title"": ""Minimum Number of Days to Make m Bouquets"", ""titleSlug"": ""minimum-number-of-days-to-make-m-bouquets"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1985,Find the Kth Largest Integer in the Array,Medium,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array/,"Array, String, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect",47.01,False,Algorithms,1332,158,,"[{""title"": ""Kth Largest Element in an Array"", ""titleSlug"": ""kth-largest-element-in-an-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
911,Online Election,Medium,https://leetcode.com/problems/online-election/,"Array, Hash Table, Binary Search, Design",52.1,False,Algorithms,1060,669,,"[{""title"": ""Rank Teams by Votes"", ""titleSlug"": ""rank-teams-by-votes"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
149,Max Points on a Line,Hard,https://leetcode.com/problems/max-points-on-a-line/,"Array, Hash Table, Math, Geometry",29.27,False,Algorithms,4395,559,,"[{""title"": ""Line Reflection"", ""titleSlug"": ""line-reflection"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Number of Lines to Cover Points"", ""titleSlug"": ""minimum-number-of-lines-to-cover-points"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Lines to Represent a Line Chart"", ""titleSlug"": ""minimum-lines-to-represent-a-line-chart"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Special Subsequences"", ""titleSlug"": ""count-special-subsequences"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3097,Shortest Subarray With OR at Least K II,Medium,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/,"Array, Bit Manipulation, Sliding Window",50.22,False,Algorithms,742,71,,"[{""title"": ""Maximum Size Subarray Sum Equals k"", ""titleSlug"": ""maximum-size-subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Shortest Subarray with Sum at Least K"", ""titleSlug"": ""shortest-subarray-with-sum-at-least-k"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
742,Closest Leaf in a Binary Tree,Medium,https://leetcode.com/problems/closest-leaf-in-a-binary-tree/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",47.09,True,Algorithms,881,188,,[]
1907,Count Salary Categories,Medium,https://leetcode.com/problems/count-salary-categories/,Database,62.96,False,Database,619,103,,"[{""title"": ""Create a Session Bar Chart"", ""titleSlug"": ""create-a-session-bar-chart"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1622,Fancy Sequence,Hard,https://leetcode.com/problems/fancy-sequence/,"Math, Design, Segment Tree",17.55,False,Algorithms,384,142,,[]
1406,Stone Game III,Hard,https://leetcode.com/problems/stone-game-iii/,"Array, Math, Dynamic Programming, Game Theory",63.2,False,Algorithms,2269,76,,"[{""title"": ""Stone Game V"", ""titleSlug"": ""stone-game-v"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Stone Game VI"", ""titleSlug"": ""stone-game-vi"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Stone Game VII"", ""titleSlug"": ""stone-game-vii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Stone Game VIII"", ""titleSlug"": ""stone-game-viii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Stone Game IX"", ""titleSlug"": ""stone-game-ix"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2269,Find the K-Beauty of a Number,Easy,https://leetcode.com/problems/find-the-k-beauty-of-a-number/,"Math, String, Sliding Window",62.03,False,Algorithms,708,46,,[]
3265,Count Almost Equal Pairs I,Medium,https://leetcode.com/problems/count-almost-equal-pairs-i/,"Array, Hash Table, Sorting, Counting, Enumeration",37.67,False,Algorithms,153,26,,"[{""title"": ""Check if One String Swap Can Make Strings Equal"", ""titleSlug"": ""check-if-one-string-swap-can-make-strings-equal"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2107,Number of Unique Flavors After Sharing K Candies,Medium,https://leetcode.com/problems/number-of-unique-flavors-after-sharing-k-candies/,"Array, Hash Table, Sliding Window",60.33,True,Algorithms,112,7,,"[{""title"": ""Remove Boxes"", ""titleSlug"": ""remove-boxes"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Subarrays with K Different Integers"", ""titleSlug"": ""subarrays-with-k-different-integers"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
296,Best Meeting Point,Hard,https://leetcode.com/problems/best-meeting-point/,"Array, Math, Sorting, Matrix",61.23,True,Algorithms,1202,107,,"[{""title"": ""Shortest Distance from All Buildings"", ""titleSlug"": ""shortest-distance-from-all-buildings"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Moves to Equal Array Elements II"", ""titleSlug"": ""minimum-moves-to-equal-array-elements-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2345,Finding the Number of Visible Mountains,Medium,https://leetcode.com/problems/finding-the-number-of-visible-mountains/,"Array, Stack, Sorting, Monotonic Stack",36.7,True,Algorithms,171,77,,"[{""title"": ""Buildings With an Ocean View"", ""titleSlug"": ""buildings-with-an-ocean-view"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
622,Design Circular Queue,Medium,https://leetcode.com/problems/design-circular-queue/,"Array, Linked List, Design, Queue",52.9,False,Algorithms,3715,326,,"[{""title"": ""Design Circular Deque"", ""titleSlug"": ""design-circular-deque"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Design Front Middle Back Queue"", ""titleSlug"": ""design-front-middle-back-queue"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2712,Minimum Cost to Make All Characters Equal,Medium,https://leetcode.com/problems/minimum-cost-to-make-all-characters-equal/,"String, Dynamic Programming, Greedy",53.6,False,Algorithms,559,26,,"[{""title"": ""Flip String to Monotone Increasing"", ""titleSlug"": ""flip-string-to-monotone-increasing"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2074,Reverse Nodes in Even Length Groups,Medium,https://leetcode.com/problems/reverse-nodes-in-even-length-groups/,Linked List,61.76,False,Algorithms,819,362,,"[{""title"": ""Reverse Nodes in k-Group"", ""titleSlug"": ""reverse-nodes-in-k-group"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Reverse Linked List"", ""titleSlug"": ""reverse-linked-list"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2878,Get the Size of a DataFrame,Easy,https://leetcode.com/problems/get-the-size-of-a-dataframe/,,85.16,False,pandas,144,11,,[]
2759,Convert JSON String to Object,Hard,https://leetcode.com/problems/convert-json-string-to-object/,,61.93,True,JavaScript,17,3,,[]
1059,All Paths from Source Lead to Destination,Medium,https://leetcode.com/problems/all-paths-from-source-lead-to-destination/,"Graph, Topological Sort",37.06,True,Algorithms,750,425,,[]
3385,Minimum Time to Break Locks II,Hard,https://leetcode.com/problems/minimum-time-to-break-locks-ii/,"Array, Depth-First Search, Graph",42.86,True,Algorithms,5,1,,[]
2746,Decremental String Concatenation,Medium,https://leetcode.com/problems/decremental-string-concatenation/,"Array, String, Dynamic Programming",26.58,False,Algorithms,371,33,,"[{""title"": ""Largest Merge Of Two Strings"", ""titleSlug"": ""largest-merge-of-two-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
171,Excel Sheet Column Number,Easy,https://leetcode.com/problems/excel-sheet-column-number/,"Math, String",66.09,False,Algorithms,4968,391,,"[{""title"": ""Excel Sheet Column Title"", ""titleSlug"": ""excel-sheet-column-title"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Cells in a Range on an Excel Sheet"", ""titleSlug"": ""cells-in-a-range-on-an-excel-sheet"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2950,Number of Divisible Substrings,Medium,https://leetcode.com/problems/number-of-divisible-substrings/,"Hash Table, String, Counting, Prefix Sum",73.21,True,Algorithms,29,6,,"[{""title"": ""Count Substrings Divisible By Last Digit"", ""titleSlug"": ""count-substrings-divisible-by-last-digit"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
967,Numbers With Same Consecutive Differences,Medium,https://leetcode.com/problems/numbers-with-same-consecutive-differences/,"Backtracking, Breadth-First Search",58.84,False,Algorithms,2863,200,,[]
1725,Number Of Rectangles That Can Form The Largest Square,Easy,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square/,Array,79.09,False,Algorithms,615,74,,[]
1422,Maximum Score After Splitting a String,Easy,https://leetcode.com/problems/maximum-score-after-splitting-a-string/,"String, Prefix Sum",65.15,False,Algorithms,2162,88,,[]
3513,Number of Unique XOR Triplets I,Medium,https://leetcode.com/problems/number-of-unique-xor-triplets-i/,"Array, Math, Bit Manipulation",25.33,False,Algorithms,45,11,,[]
659,Split Array into Consecutive Subsequences,Medium,https://leetcode.com/problems/split-array-into-consecutive-subsequences/,"Array, Hash Table, Greedy, Heap (Priority Queue)",51.64,False,Algorithms,4523,814,,"[{""title"": ""Top K Frequent Elements"", ""titleSlug"": ""top-k-frequent-elements"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Divide Array in Sets of K Consecutive Numbers"", ""titleSlug"": ""divide-array-in-sets-of-k-consecutive-numbers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
494,Target Sum,Medium,https://leetcode.com/problems/target-sum/,"Array, Dynamic Programming, Backtracking",51.11,False,Algorithms,12001,404,,"[{""title"": ""Expression Add Operators"", ""titleSlug"": ""expression-add-operators"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Ways to Express an Integer as Sum of Powers"", ""titleSlug"": ""ways-to-express-an-integer-as-sum-of-powers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
743,Network Delay Time,Medium,https://leetcode.com/problems/network-delay-time/,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path",58.2,False,Algorithms,8056,387,,"[{""title"": ""The Time When the Network Becomes Idle"", ""titleSlug"": ""the-time-when-the-network-becomes-idle"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Second Minimum Time to Reach Destination"", ""titleSlug"": ""second-minimum-time-to-reach-destination"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1140,Stone Game II,Medium,https://leetcode.com/problems/stone-game-ii/,"Array, Math, Dynamic Programming, Prefix Sum, Game Theory",72.95,False,Algorithms,3392,928,,"[{""title"": ""Stone Game V"", ""titleSlug"": ""stone-game-v"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Stone Game VI"", ""titleSlug"": ""stone-game-vi"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Stone Game VII"", ""titleSlug"": ""stone-game-vii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Stone Game VIII"", ""titleSlug"": ""stone-game-viii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Stone Game IX"", ""titleSlug"": ""stone-game-ix"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1337,The K Weakest Rows in a Matrix,Easy,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix/,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix",74.06,False,Algorithms,4292,239,,[]
2142,The Number of Passengers in Each Bus I,Medium,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-i/,Database,48.97,True,Database,113,12,,[]
2113,Elements in Array After Removing and Replacing Elements,Medium,https://leetcode.com/problems/elements-in-array-after-removing-and-replacing-elements/,Array,69.99,True,Algorithms,65,8,,[]
169,Majority Element,Easy,https://leetcode.com/problems/majority-element/,"Array, Hash Table, Divide and Conquer, Sorting, Counting",65.82,False,Algorithms,21491,754,,"[{""title"": ""Majority Element II"", ""titleSlug"": ""majority-element-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Check If a Number Is Majority Element in a Sorted Array"", ""titleSlug"": ""check-if-a-number-is-majority-element-in-a-sorted-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Most Frequent Even Element"", ""titleSlug"": ""most-frequent-even-element"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum Index of a Valid Split"", ""titleSlug"": ""minimum-index-of-a-valid-split"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Operations to Exceed Threshold Value I"", ""titleSlug"": ""minimum-operations-to-exceed-threshold-value-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find the Most Common Response"", ""titleSlug"": ""find-the-most-common-response"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find Valid Pair of Adjacent Digits in String"", ""titleSlug"": ""find-valid-pair-of-adjacent-digits-in-string"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1097,Game Play Analysis V,Hard,https://leetcode.com/problems/game-play-analysis-v/,Database,50.82,True,Database,191,35,,"[{""title"": ""Game Play Analysis IV"", ""titleSlug"": ""game-play-analysis-iv"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2999,Count the Number of Powerful Integers,Hard,https://leetcode.com/problems/count-the-number-of-powerful-integers/,"Math, String, Dynamic Programming",46.44,False,Algorithms,535,77,,"[{""title"": ""Powerful Integers"", ""titleSlug"": ""powerful-integers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Numbers With Repeated Digits"", ""titleSlug"": ""numbers-with-repeated-digits"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1643,Kth Smallest Instructions,Hard,https://leetcode.com/problems/kth-smallest-instructions/,"Array, Math, Dynamic Programming, Combinatorics",44.0,False,Algorithms,560,16,,[]
3628,Maximum Number of Subsequences After One Inserting,Medium,https://leetcode.com/problems/maximum-number-of-subsequences-after-one-inserting/,"String, Dynamic Programming, Greedy, Prefix Sum",24.07,False,Algorithms,110,3,,[]
1747,Leetflex Banned Accounts,Medium,https://leetcode.com/problems/leetflex-banned-accounts/,Database,62.11,True,Database,197,17,,[]
2611,Mice and Cheese,Medium,https://leetcode.com/problems/mice-and-cheese/,"Array, Greedy, Sorting, Heap (Priority Queue)",47.46,False,Algorithms,655,67,,"[{""title"": ""House Robber"", ""titleSlug"": ""house-robber"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
172,Factorial Trailing Zeroes,Medium,https://leetcode.com/problems/factorial-trailing-zeroes/,Math,45.11,False,Algorithms,3408,1980,,"[{""title"": ""Number of Digit One"", ""titleSlug"": ""number-of-digit-one"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Preimage Size of Factorial Zeroes Function"", ""titleSlug"": ""preimage-size-of-factorial-zeroes-function"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Abbreviating the Product of a Range"", ""titleSlug"": ""abbreviating-the-product-of-a-range"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Trailing Zeros in a Cornered Path"", ""titleSlug"": ""maximum-trailing-zeros-in-a-cornered-path"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
